Age,Gender,BusinessTravel,Job Function,Distance Between Company and Home (KM),"Education (1 is lowest, 5 is highest)","Job Satisfaction (1 is lowest, 4 is highest)",MaritalStatus,Salary ($),"Performance Rating (1 is lowest, 4 is highest)","Work Life Balance (1 is worst, 4 is best)",Length of Service (Years),Resign Status
31,Female,Travel_Rarely,Research & Development,7,4,4,Single,7143,3,2,11,No
29,Female,Travel_Rarely,Sales,10,1,2,Divorced,8268,3,3,7,No
35,Male,Travel_Rarely,Research & Development,5,4,2,Single,8095,3,3,16,No
23,Male,Travel_Rarely,Research & Development,26,1,4,Divorced,2904,3,2,4,No
41,Male,Travel_Rarely,Research & Development,6,3,2,Single,6032,3,3,5,No
47,Male,Travel_Frequently,Sales,4,1,3,Single,2976,3,3,0,No
42,Female,Travel_Rarely,Research & Development,23,5,4,Single,15992,3,3,1,No
29,Male,Non-Travel,Sales,2,3,3,Married,4649,3,2,4,No
42,Male,Travel_Rarely,Human Resources,2,1,3,Divorced,2696,3,3,3,No
32,Female,Travel_Rarely,Research & Development,2,3,2,Married,2370,3,3,8,No
48,Female,Travel_Rarely,Sales,29,1,3,Married,12504,4,1,0,No
37,Male,Travel_Rarely,Research & Development,6,3,1,Divorced,5974,3,3,7,No
30,Female,Non-Travel,Sales,25,2,3,Married,4736,3,4,2,No
26,Male,Travel_Rarely,Sales,1,3,3,Married,5296,3,3,8,No
42,Male,Travel_Rarely,Research & Development,2,4,4,Single,6781,4,3,1,No
21,Female,Travel_Frequently,Sales,1,1,2,Single,2174,3,3,3,Yes
36,Female,Non-Travel,Sales,1,5,4,Single,6653,3,3,1,No
36,Male,Travel_Frequently,Sales,3,4,4,Married,9699,3,3,13,No
57,Male,Travel_Rarely,Research & Development,1,4,3,Married,6755,3,3,3,No
40,Female,Travel_Rarely,Research & Development,10,4,3,Married,2213,3,3,7,No
21,Male,Non-Travel,Sales,9,2,4,Single,2610,4,2,3,No
33,Female,Travel_Rarely,Sales,5,3,3,Single,2851,3,3,1,Yes
37,Female,Travel_Rarely,Research & Development,10,3,1,Married,3452,4,3,5,No
46,Female,Non-Travel,Research & Development,7,4,3,Married,5258,3,4,1,No
41,Male,Travel_Frequently,Sales,4,3,2,Single,9355,3,3,8,Yes
50,Male,Travel_Rarely,Research & Development,10,3,4,Single,10496,3,3,4,No
40,Male,Travel_Rarely,Sales,22,2,3,Married,6380,3,3,6,Yes
31,Male,Travel_Rarely,Research & Development,9,4,2,Single,2657,3,3,2,No
21,Female,Travel_Rarely,Sales,12,3,2,Single,2716,3,3,1,Yes
29,Male,Travel_Rarely,Research & Development,23,3,4,Single,2201,3,3,3,No
35,Male,Travel_Rarely,Research & Development,9,4,2,Single,6540,3,3,1,No
27,Male,Travel_Rarely,Research & Development,1,2,2,Divorced,3816,3,3,5,No
28,Male,Travel_Rarely,Sales,9,4,4,Single,5253,3,3,7,No
49,Male,Travel_Rarely,Research & Development,7,3,3,Single,10965,4,3,5,No
51,Female,Travel_Rarely,Sales,14,2,4,Married,4936,3,2,7,No
36,Female,Travel_Rarely,Research & Development,2,3,3,Married,2543,3,3,2,No
34,Male,Non-Travel,Sales,19,3,4,Single,5304,3,2,5,Yes
55,Female,Travel_Rarely,Research & Development,2,3,4,Single,16659,3,3,5,No
24,Female,Travel_Rarely,Sales,10,4,3,Divorced,4260,3,4,5,No
30,Male,Travel_Rarely,Sales,2,1,2,Married,2476,3,3,1,No
26,Male,Travel_Frequently,Research & Development,3,1,1,Single,3102,4,3,6,Yes
22,Female,Travel_Rarely,Research & Development,11,3,2,Married,2244,3,3,2,No
36,Male,Travel_Rarely,Sales,2,2,3,Married,7596,3,3,10,No
30,Male,Travel_Frequently,Research & Development,4,3,4,Single,2285,4,3,1,Yes
37,Female,Travel_Rarely,Research & Development,14,3,1,Divorced,3034,3,2,18,No
40,Female,Travel_Rarely,Sales,2,2,2,Divorced,5715,3,3,5,No
42,Female,Travel_Rarely,Research & Development,1,4,1,Divorced,2576,3,3,5,No
37,Male,Travel_Rarely,Research & Development,10,4,2,Single,4197,3,2,1,No
43,Male,Travel_Rarely,Research & Development,12,3,2,Divorced,14336,3,3,25,No
40,Female,Travel_Rarely,Research & Development,2,3,3,Married,3448,4,3,1,No
54,Male,Travel_Rarely,Research & Development,5,2,1,Married,19406,3,2,4,No
34,Female,Non-Travel,Sales,4,4,3,Married,6538,3,3,3,No
31,Female,Travel_Rarely,Research & Development,7,2,1,Married,4306,3,1,13,No
43,Male,Travel_Frequently,Research & Development,21,3,4,Married,2258,4,3,3,No
43,Female,Travel_Rarely,Research & Development,8,4,3,Divorced,4522,3,3,5,No
25,Female,Travel_Rarely,Sales,4,2,4,Single,4487,3,3,5,No
37,Female,Non-Travel,Research & Development,25,5,3,Married,4449,3,3,13,No
31,Male,Travel_Rarely,Research & Development,1,2,1,Married,2218,3,3,4,No
39,Male,Travel_Frequently,Research & Development,1,1,3,Divorced,19197,3,3,21,No
56,Female,Travel_Frequently,Sales,6,3,1,Married,13212,3,2,7,No
30,Female,Travel_Rarely,Sales,12,3,3,Single,6577,3,3,5,No
41,Male,Travel_Rarely,Sales,1,3,1,Married,8392,3,3,10,No
28,Male,Travel_Rarely,Research & Development,17,2,1,Divorced,4558,3,3,10,No
25,Male,Travel_Rarely,Research & Development,3,3,1,Married,4031,3,3,2,Yes
52,Male,Travel_Rarely,Research & Development,3,3,3,Married,7969,3,3,5,No
45,Male,Travel_Rarely,Research & Development,10,2,4,Married,2654,4,2,2,No
52,Female,Travel_Rarely,Research & Development,4,2,4,Married,16555,3,1,5,No
42,Female,Travel_Frequently,Research & Development,29,2,3,Divorced,4556,3,3,5,No
30,Female,Travel_Rarely,Research & Development,2,3,4,Single,6091,4,3,5,No
60,Female,Travel_Rarely,Research & Development,7,3,1,Married,19566,3,1,29,No
46,Female,Travel_Rarely,Research & Development,18,3,3,Divorced,4810,3,2,10,No
42,Female,Travel_Frequently,Research & Development,28,4,4,Married,4523,3,4,6,No
24,Female,Travel_Rarely,Sales,1,1,2,Single,3202,3,3,5,Yes
34,Female,Travel_Frequently,Sales,6,2,3,Divorced,2351,3,2,2,Yes
38,Male,Travel_Frequently,Research & Development,2,2,4,Married,1702,4,3,1,No
40,Female,Travel_Rarely,Sales,2,4,3,Married,18041,3,3,20,No
26,Female,Travel_Rarely,Research & Development,23,3,4,Divorced,2886,4,1,3,No
30,Male,Non-Travel,Research & Development,3,3,4,Married,2097,3,1,5,No
29,Male,Travel_Rarely,Research & Development,3,4,3,Married,11935,3,3,10,No
29,Female,Travel_Rarely,Research & Development,25,5,2,Married,2546,3,4,2,Yes
19,Male,Travel_Rarely,Human Resources,2,2,4,Single,2564,3,4,1,Yes
30,Female,Non-Travel,Sales,22,4,1,Married,8412,3,3,9,No
57,Male,Travel_Rarely,Sales,29,3,4,Divorced,14118,3,2,1,No
50,Male,Travel_Rarely,Research & Development,29,4,3,Married,17046,3,3,27,No
30,Female,Non-Travel,Research & Development,2,3,4,Single,2564,3,2,11,No
60,Female,Travel_Frequently,Sales,28,3,1,Married,10266,3,4,18,No
47,Female,Travel_Rarely,Research & Development,2,2,4,Divorced,5070,3,3,5,No
46,Male,Travel_Rarely,Research & Development,2,3,3,Married,17861,3,1,3,No
35,Male,Travel_Rarely,Research & Development,22,3,3,Single,4230,3,3,5,No
54,Female,Travel_Rarely,Research & Development,8,4,3,Single,3780,3,3,1,No
34,Male,Travel_Rarely,Research & Development,2,4,3,Divorced,2768,3,3,7,No
46,Female,Travel_Rarely,Sales,10,3,4,Married,9071,3,3,3,No
31,Male,Travel_Rarely,Research & Development,9,1,2,Divorced,10648,4,4,13,No
33,Male,Travel_Rarely,Research & Development,15,1,3,Married,13610,3,4,7,Yes
33,Male,Travel_Rarely,Research & Development,10,1,4,Divorced,3408,3,3,4,Yes
30,Male,Travel_Rarely,Sales,7,1,2,Single,2983,3,3,3,No
35,Male,Travel_Rarely,Research & Development,16,3,3,Married,7632,3,3,8,No
31,Male,Travel_Frequently,Research & Development,20,3,3,Married,9824,3,3,1,Yes
34,Female,Travel_Frequently,Human Resources,23,3,1,Divorced,9950,3,3,3,Yes
42,Male,Travel_Frequently,Research & Development,5,2,3,Married,2093,3,3,2,No
36,Male,Non-Travel,Sales,10,4,4,Single,9980,3,2,10,No
22,Male,Travel_Frequently,Research & Development,4,1,3,Single,3894,3,3,2,Yes
48,Female,Travel_Rarely,Sales,2,5,4,Married,4051,3,3,9,No
55,Female,Travel_Rarely,Sales,18,5,2,Single,16835,4,3,10,No
41,Male,Non-Travel,Sales,10,2,4,Single,6230,3,3,14,No
35,Male,Travel_Rarely,Sales,1,3,3,Married,4717,3,3,11,No
40,Female,Travel_Rarely,Research & Development,6,3,3,Single,13237,3,3,20,No
39,Female,Travel_Frequently,Research & Development,8,1,3,Married,3755,3,3,8,No
31,Male,Travel_Rarely,Sales,2,1,4,Single,6582,3,4,6,No
42,Male,Travel_Rarely,Research & Development,24,3,1,Married,7406,4,2,10,No
45,Male,Travel_Rarely,Sales,2,3,2,Married,4805,3,4,8,No
26,Female,Travel_Frequently,Human Resources,17,4,3,Divorced,2741,3,2,7,Yes
29,Male,Travel_Rarely,Research & Development,19,3,4,Divorced,4262,3,4,3,No
33,Female,Travel_Rarely,Research & Development,1,5,3,Divorced,16184,3,3,6,No
31,Male,Travel_Rarely,Sales,7,3,4,Divorced,11557,4,2,5,No
18,Male,Travel_Frequently,Sales,5,3,2,Single,1878,3,3,0,Yes
40,Male,Non-Travel,Sales,28,3,1,Divorced,10932,3,3,1,No
41,Female,Non-Travel,Research & Development,2,4,3,Single,6811,3,3,8,No
26,Male,Travel_Rarely,Sales,29,2,3,Divorced,4306,3,3,0,No
35,Female,Travel_Rarely,Sales,1,3,3,Single,4859,3,3,5,No
34,Male,Travel_Rarely,Sales,21,4,4,Single,5337,3,3,10,No
26,Male,Travel_Rarely,Research & Development,24,3,4,Single,2340,3,1,1,Yes
37,Female,Travel_Rarely,Research & Development,1,3,4,Single,7491,3,4,6,No
46,Female,Travel_Frequently,Research & Development,18,1,3,Married,10527,3,2,2,No
41,Female,Travel_Rarely,Sales,2,5,1,Married,16595,3,3,18,No
37,Male,Non-Travel,Sales,9,4,2,Divorced,8834,3,3,9,No
52,Male,Travel_Rarely,Research & Development,6,2,1,Divorced,5577,3,3,10,No
32,Male,Non-Travel,Sales,11,4,3,Married,4707,3,3,4,Yes
24,Male,Travel_Frequently,Sales,24,3,4,Married,2400,3,3,2,No
38,Female,Travel_Rarely,Research & Development,10,3,3,Married,9824,3,3,1,No
37,Female,Travel_Rarely,Research & Development,1,4,2,Married,6447,3,2,6,No
49,Male,Travel_Rarely,Research & Development,18,4,3,Divorced,19502,3,3,31,No
24,Male,Travel_Rarely,Research & Development,23,3,4,Married,2725,3,3,6,No
26,Male,Travel_Rarely,Sales,28,2,2,Married,6272,4,4,5,No
24,Male,Travel_Rarely,Research & Development,17,2,2,Married,2127,4,3,1,No
50,Male,Travel_Frequently,Human Resources,3,3,2,Married,18200,3,3,32,No
25,Male,Travel_Rarely,Sales,13,1,3,Married,2096,3,3,7,No
24,Female,Travel_Frequently,Research & Development,7,3,3,Married,2886,3,3,6,Yes
30,Male,Travel_Frequently,Sales,12,4,1,Married,2033,3,4,1,Yes
34,Male,Travel_Rarely,Research & Development,1,2,4,Married,3622,3,3,6,No
31,Male,Travel_Rarely,Sales,13,4,1,Divorced,4233,3,1,3,Yes
35,Male,Travel_Rarely,Research & Development,25,2,4,Single,3681,3,3,3,No
31,Male,Travel_Rarely,Sales,6,4,4,Divorced,5460,4,4,7,No
27,Female,Travel_Rarely,Research & Development,6,4,3,Divorced,2187,3,2,5,No
37,Male,Travel_Rarely,Sales,2,3,3,Married,9602,3,2,3,No
20,Female,Travel_Rarely,Research & Development,1,3,2,Single,2836,3,4,1,No
42,Female,Travel_Rarely,Research & Development,2,4,4,Married,4089,3,3,10,No
43,Male,Travel_Rarely,Research & Development,6,4,4,Divorced,16627,3,2,1,No
38,Female,Travel_Rarely,Research & Development,1,1,1,Single,2619,3,2,0,No
43,Male,Travel_Frequently,Research & Development,9,5,3,Divorced,5679,3,3,8,No
48,Female,Travel_Rarely,Research & Development,1,4,1,Married,15402,3,1,3,No
44,Female,Travel_Rarely,Human Resources,1,4,3,Single,5985,3,4,2,No
34,Female,Travel_Rarely,Sales,14,3,3,Divorced,2579,3,3,8,No
27,Male,Travel_Rarely,Sales,2,1,1,Divorced,3041,3,3,4,Yes
21,Male,Travel_Rarely,Sales,22,1,3,Single,3447,3,3,3,No
44,Male,Travel_Rarely,Research & Development,3,4,4,Married,19513,3,4,2,No
22,Male,Travel_Rarely,Research & Development,6,1,3,Married,2773,4,3,2,No
33,Male,Travel_Rarely,Sales,8,4,3,Divorced,7104,3,3,5,No
32,Female,Travel_Rarely,Research & Development,9,4,4,Married,6322,3,2,6,No
30,Female,Travel_Frequently,Research & Development,3,3,3,Divorced,2083,4,3,1,No
53,Female,Travel_Rarely,Sales,1,1,1,Single,8381,4,4,14,No
34,Male,Travel_Rarely,Research & Development,1,5,4,Married,2691,3,2,10,No
45,Female,Travel_Frequently,Sales,26,4,1,Married,4286,3,3,1,Yes
26,Female,Travel_Rarely,Research & Development,6,3,4,Married,2659,3,3,3,No
37,Male,Travel_Rarely,Research & Development,3,3,3,Married,9434,3,3,10,No
29,Female,Travel_Rarely,Sales,3,2,3,Married,5561,3,2,6,No
35,Male,Travel_Rarely,Research & Development,6,4,4,Single,6646,3,3,17,No
33,Male,Travel_Frequently,Research & Development,6,3,4,Divorced,7725,4,1,13,No
54,Male,Travel_Rarely,Human Resources,19,4,2,Married,10725,3,4,9,No
36,Male,Travel_Rarely,Research & Development,9,2,2,Divorced,8847,3,3,3,No
27,Male,Travel_Rarely,Research & Development,3,4,4,Single,2045,3,3,4,No
20,Male,Travel_Rarely,Research & Development,10,1,3,Single,1009,3,3,1,Yes
33,Male,Travel_Frequently,Research & Development,3,3,1,Single,3348,3,3,10,Yes
35,Male,Non-Travel,Research & Development,3,3,3,Married,1281,3,3,1,No
23,Male,Travel_Rarely,Research & Development,4,3,1,Married,2819,3,4,3,No
25,Male,Travel_Rarely,Sales,8,3,2,Married,4851,4,3,3,No
38,Female,Travel_Rarely,Sales,7,4,4,Single,4028,4,3,7,No
29,Male,Travel_Frequently,Research & Development,1,4,4,Divorced,2720,3,3,10,No
48,Male,Travel_Rarely,Sales,2,1,2,Married,8120,3,3,2,No
27,Female,Travel_Frequently,Sales,3,1,4,Divorced,4647,4,3,6,No
37,Male,Travel_Rarely,Research & Development,10,2,4,Single,4680,3,3,1,No
50,Male,Travel_Rarely,Research & Development,28,1,3,Married,3221,3,3,20,No
34,Female,Travel_Rarely,Research & Development,9,3,2,Single,8621,3,4,8,No
24,Female,Travel_Rarely,Sales,3,2,3,Single,4577,3,3,2,Yes
39,Female,Travel_Rarely,Research & Development,2,4,3,Single,4553,3,3,20,No
32,Male,Travel_Rarely,Sales,10,3,4,Single,5396,3,2,10,No
50,Male,Travel_Frequently,Sales,8,2,3,Married,6796,3,3,4,Yes
38,Female,Travel_Rarely,Research & Development,1,4,4,Single,7625,3,2,9,No
27,Female,Travel_Rarely,Research & Development,1,2,1,Married,7412,3,3,9,No
32,Female,Travel_Rarely,Research & Development,3,2,4,Single,11159,3,3,7,No
47,Male,Travel_Rarely,Sales,14,4,1,Single,4960,3,3,7,No
40,Male,Travel_Frequently,Sales,5,4,1,Married,10475,4,3,18,No
53,Male,Travel_Rarely,Research & Development,7,3,3,Married,14814,3,3,5,No
41,Male,Travel_Rarely,Human Resources,10,4,4,Divorced,19141,3,2,21,No
60,Male,Travel_Rarely,Sales,16,4,1,Single,5405,3,3,2,No
27,Male,Travel_Frequently,Research & Development,10,2,1,Divorced,8793,4,2,9,No
41,Male,Travel_Rarely,Human Resources,1,3,3,Married,19189,3,3,22,No
50,Male,Travel_Rarely,Sales,8,4,2,Married,3875,3,3,2,No
28,Female,Travel_Rarely,Research & Development,1,2,2,Single,2216,3,3,7,Yes
36,Female,Non-Travel,Research & Development,8,3,1,Married,11713,3,3,8,No
38,Female,Travel_Rarely,Research & Development,1,3,3,Single,7861,3,4,1,No
44,Male,Non-Travel,Research & Development,24,3,3,Single,3708,3,3,5,No
47,Female,Travel_Frequently,Sales,3,3,3,Divorced,13770,3,2,22,No
30,Male,Travel_Rarely,Sales,27,5,4,Divorced,5304,4,2,8,No
29,Male,Travel_Rarely,Sales,10,3,3,Single,2642,3,3,1,No
42,Male,Travel_Frequently,Research & Development,19,3,3,Divorced,2759,3,3,2,Yes
43,Male,Travel_Frequently,Sales,15,3,4,Married,6804,3,3,2,No
34,Female,Travel_Rarely,Research & Development,8,2,3,Single,6142,3,3,5,No
23,Male,Travel_Rarely,Research & Development,9,1,1,Married,2500,3,4,4,No
39,Female,Travel_Rarely,Human Resources,3,3,2,Married,6389,3,1,8,No
56,Male,Travel_Rarely,Research & Development,9,3,4,Married,11103,3,2,10,No
40,Female,Travel_Rarely,Research & Development,2,1,4,Single,2342,4,2,4,No
27,Female,Travel_Rarely,Research & Development,7,3,1,Single,6811,3,1,7,No
29,Male,Travel_Rarely,Sales,10,3,2,Divorced,2297,3,3,2,No
53,Male,Travel_Rarely,Research & Development,6,3,4,Single,2450,3,3,2,No
35,Female,Non-Travel,Research & Development,2,4,1,Divorced,5093,3,4,1,No
32,Male,Travel_Frequently,Research & Development,24,4,4,Married,5309,3,3,10,No
38,Male,Travel_Rarely,Research & Development,2,5,3,Married,3057,3,1,1,No
34,Female,Travel_Rarely,Research & Development,8,5,1,Divorced,5121,3,3,0,No
52,Male,Travel_Rarely,Sales,3,4,1,Married,16856,3,4,34,No
33,Male,Travel_Rarely,Research & Development,1,4,4,Single,2686,3,2,10,Yes
25,Female,Travel_Rarely,Sales,26,1,4,Single,6180,4,2,6,No
45,Male,Travel_Rarely,Sales,2,2,3,Single,6632,3,3,8,No
23,Male,Travel_Rarely,Research & Development,10,1,3,Single,3505,3,3,2,No
47,Female,Travel_Frequently,Sales,27,2,3,Single,6397,3,3,5,Yes
34,Male,Travel_Rarely,Sales,2,3,4,Single,6274,4,3,6,No
55,Male,Travel_Rarely,Research & Development,2,3,1,Married,19859,3,3,5,Yes
36,Male,Non-Travel,Sales,8,4,1,Single,7587,3,3,10,No
52,Male,Non-Travel,Research & Development,19,4,4,Married,4258,3,3,4,No
26,Female,Travel_Frequently,Research & Development,1,2,4,Divorced,4364,3,3,2,No
29,Female,Travel_Rarely,Research & Development,27,3,3,Married,4335,3,2,8,No
26,Male,Travel_Rarely,Sales,8,3,1,Single,5326,3,2,4,Yes
34,Female,Travel_Rarely,Research & Development,1,4,4,Single,3280,3,3,4,No
54,Female,Travel_Rarely,Research & Development,19,4,1,Divorced,5485,3,3,5,No
27,Male,Travel_Frequently,Sales,8,1,4,Married,4342,3,3,4,No
37,Female,Travel_Rarely,Research & Development,10,1,1,Divorced,2782,3,2,5,No
38,Female,Travel_Frequently,Research & Development,2,4,1,Single,5980,3,3,15,No
34,Female,Travel_Rarely,Research & Development,2,4,1,Single,4381,3,3,6,No
35,Female,Travel_Rarely,Sales,8,4,4,Married,2572,3,2,3,No
30,Male,Travel_Rarely,Research & Development,1,3,3,Married,3833,4,3,2,No
40,Female,Travel_Frequently,Research & Development,2,2,2,Married,4244,4,3,8,No
34,Female,Travel_Rarely,Sales,8,2,1,Married,6500,3,3,3,No
42,Male,Travel_Frequently,Research & Development,8,3,4,Divorced,18430,3,2,24,No
23,Male,Travel_Rarely,Research & Development,6,3,1,Married,1601,4,3,0,Yes
24,Male,Non-Travel,Research & Development,9,3,2,Divorced,2694,3,3,1,No
52,Female,Travel_Rarely,Research & Development,11,4,3,Married,3149,4,3,5,No
50,Male,Travel_Rarely,Research & Development,2,3,3,Married,17639,3,3,4,No
29,Female,Travel_Rarely,Research & Development,1,2,1,Married,2319,3,3,1,Yes
33,Male,Travel_Rarely,Research & Development,7,3,3,Married,11691,3,4,13,No
33,Female,Travel_Rarely,Sales,16,3,1,Single,5324,3,3,3,Yes
47,Female,Travel_Rarely,Research & Development,2,2,4,Married,16752,3,2,26,No
36,Female,Travel_Rarely,Research & Development,1,3,2,Married,5228,3,3,9,No
29,Male,Travel_Rarely,Research & Development,23,2,3,Married,2700,4,3,10,No
58,Male,Travel_Rarely,Research & Development,2,4,2,Single,19246,3,3,31,Yes
35,Female,Travel_Rarely,Research & Development,1,4,3,Single,2506,3,3,2,No
42,Female,Travel_Rarely,Research & Development,1,2,4,Married,6062,3,3,4,No
28,Male,Travel_Rarely,Research & Development,2,4,3,Single,4382,3,2,2,Yes
36,Male,Travel_Rarely,Human Resources,13,3,2,Married,2143,3,3,5,No
32,Female,Travel_Rarely,Research & Development,4,3,3,Married,6162,3,3,14,No
40,Male,Travel_Frequently,Research & Development,16,4,3,Single,5094,3,3,1,No
30,Female,Travel_Rarely,Research & Development,2,3,4,Single,6877,4,2,0,No
45,Female,Travel_Rarely,Research & Development,2,3,3,Single,2274,3,3,1,No
42,Male,Travel_Rarely,Research & Development,29,3,2,Married,4434,3,2,9,No
38,Male,Travel_Frequently,Research & Development,12,3,1,Divorced,6288,3,2,4,No
34,Female,Travel_Frequently,Research & Development,16,4,4,Single,2553,3,3,5,No
49,Female,Travel_Rarely,Sales,11,3,4,Married,7654,3,4,9,Yes
55,Male,Travel_Rarely,Sales,2,1,4,Single,5160,3,2,9,Yes
43,Male,Travel_Rarely,Research & Development,14,2,1,Married,17159,4,3,4,No
27,Male,Travel_Rarely,Research & Development,5,1,4,Divorced,12808,3,3,9,No
35,Male,Travel_Rarely,Research & Development,7,3,3,Single,10221,4,4,8,No
28,Female,Travel_Rarely,Sales,2,4,2,Married,4779,4,3,8,No
34,Male,Travel_Rarely,Human Resources,3,2,4,Married,3737,3,1,3,No
26,Female,Travel_Frequently,Research & Development,5,2,3,Married,2366,3,3,8,Yes
27,Male,Non-Travel,Research & Development,3,3,4,Married,1706,3,2,0,No
51,Female,Travel_Rarely,Sales,26,4,3,Married,16307,3,2,20,No
44,Male,Travel_Rarely,Research & Development,4,3,2,Single,5933,3,2,5,No
25,Male,Travel_Rarely,Research & Development,2,1,1,Single,3424,3,2,4,No
33,Male,Travel_Rarely,Sales,1,3,1,Divorced,4037,4,3,9,No
35,Female,Travel_Rarely,Research & Development,27,1,1,Single,2559,3,2,6,No
36,Male,Travel_Rarely,Sales,1,2,4,Married,6201,3,2,18,No
32,Male,Travel_Rarely,Sales,13,4,4,Divorced,4403,3,2,5,No
30,Male,Travel_Frequently,Research & Development,5,4,4,Divorced,3761,3,2,5,No
53,Female,Travel_Rarely,Sales,7,2,4,Married,10934,3,3,5,No
45,Male,Travel_Rarely,Sales,9,3,1,Divorced,10761,3,3,5,No
32,Female,Travel_Rarely,Research & Development,8,2,3,Married,5175,3,2,5,No
52,Female,Travel_Frequently,Research & Development,25,4,4,Married,13826,4,3,9,No
37,Male,Travel_Rarely,Sales,16,4,3,Divorced,6334,3,3,1,No
28,Male,Travel_Rarely,Human Resources,8,2,4,Divorced,4936,3,3,5,No
22,Male,Travel_Rarely,Research & Development,1,2,4,Married,4775,4,1,2,No
44,Male,Travel_Rarely,Research & Development,8,4,4,Married,2818,4,2,3,No
42,Male,Travel_Frequently,Research & Development,2,1,4,Single,2515,3,3,2,No
36,Male,Travel_Rarely,Human Resources,8,3,1,Married,2342,4,3,5,No
25,Male,Travel_Rarely,Sales,3,1,1,Married,4194,3,3,5,No
35,Female,Travel_Rarely,Research & Development,9,3,3,Married,10685,4,3,17,No
35,Female,Travel_Frequently,Research & Development,25,4,2,Divorced,2022,3,2,10,Yes
32,Male,Non-Travel,Research & Development,1,3,4,Divorced,2314,3,3,3,No
25,Male,Travel_Rarely,Sales,4,1,1,Married,4256,3,4,5,No
49,Female,Travel_Rarely,Research & Development,1,3,1,Married,3580,3,3,4,No
24,Male,Non-Travel,Research & Development,4,1,4,Married,3162,3,2,5,No
32,Male,Travel_Frequently,Sales,5,2,2,Married,6524,3,3,10,No
38,Male,Travel_Rarely,Sales,9,3,2,Married,2899,3,3,2,No
42,Female,Travel_Rarely,Research & Development,3,3,4,Married,5231,3,2,5,No
31,Male,Travel_Rarely,Research & Development,11,4,4,Married,2356,3,3,6,No
29,Female,Travel_Rarely,Sales,1,3,3,Divorced,2800,3,3,3,Yes
53,Male,Travel_Rarely,Sales,8,3,4,Married,11836,3,3,2,No
35,Male,Travel_Rarely,Research & Development,25,3,2,Married,10903,3,3,13,No
37,Female,Travel_Frequently,Sales,21,2,4,Married,2973,3,3,5,No
53,Female,Travel_Rarely,Research & Development,23,4,4,Single,14275,3,3,12,No
43,Female,Travel_Frequently,Research & Development,1,3,4,Married,5562,3,2,5,No
47,Female,Travel_Rarely,Sales,2,2,4,Married,4537,4,3,7,No
37,Male,Non-Travel,Sales,19,2,2,Single,7642,3,3,10,No
50,Male,Non-Travel,Research & Development,2,4,1,Divorced,17924,3,3,31,No
39,Female,Travel_Rarely,Human Resources,2,3,4,Married,5204,3,3,5,No
33,Male,Travel_Rarely,Human Resources,3,2,2,Divorced,2277,3,4,4,No
32,Male,Travel_Rarely,Research & Development,25,4,4,Single,2795,4,1,1,Yes
29,Female,Travel_Rarely,Research & Development,7,1,4,Divorced,2532,3,3,4,No
44,Male,Travel_Rarely,Research & Development,9,2,1,Married,2559,3,3,8,No
28,Male,Travel_Rarely,Sales,5,4,4,Single,4908,3,3,4,No
58,Male,Travel_Frequently,Research & Development,2,1,4,Divorced,2380,3,2,1,Yes
43,Female,Travel_Rarely,Research & Development,8,3,2,Divorced,4765,4,4,1,No
20,Female,Travel_Rarely,Sales,2,3,3,Single,2044,3,2,2,Yes
21,Female,Travel_Rarely,Research & Development,18,1,4,Single,2693,3,2,1,Yes
36,Male,Travel_Rarely,Research & Development,14,1,4,Married,6586,3,2,16,No
47,Female,Travel_Rarely,Sales,2,4,4,Single,3294,3,2,3,No
22,Female,Travel_Rarely,Research & Development,3,1,3,Married,4171,3,4,3,Yes
41,Female,Travel_Rarely,Research & Development,2,4,4,Divorced,2778,3,2,7,Yes
28,Female,Travel_Rarely,Research & Development,9,3,3,Divorced,2377,3,3,2,No
39,Male,Travel_Rarely,Research & Development,6,3,1,Married,2404,4,1,2,Yes
27,Female,Travel_Rarely,Research & Development,4,3,3,Single,2318,3,3,1,No
34,Male,Travel_Rarely,Research & Development,10,3,2,Divorced,2008,3,3,1,No
42,Female,Travel_Rarely,Sales,14,2,3,Single,6244,3,3,5,No
33,Male,Travel_Rarely,Research & Development,1,4,1,Single,2799,3,3,3,No
58,Female,Travel_Rarely,Research & Development,5,3,2,Divorced,10552,3,3,6,No
31,Male,Travel_Rarely,Sales,7,4,3,Married,2329,3,4,7,No
35,Female,Travel_Rarely,Research & Development,21,1,4,Married,4014,4,1,10,No
49,Female,Travel_Rarely,Research & Development,8,2,2,Married,7403,3,2,26,No
48,Male,Travel_Rarely,Research & Development,20,4,3,Married,2259,3,2,0,No
31,Female,Non-Travel,Sales,20,2,3,Married,6932,3,2,9,No
36,Male,Travel_Rarely,Research & Development,7,4,4,Single,4678,3,3,6,No
38,Female,Travel_Rarely,Research & Development,1,3,1,Married,13582,3,3,15,No
32,Female,Non-Travel,Research & Development,1,3,2,Married,2332,4,3,3,No
25,Male,Travel_Rarely,Sales,19,2,2,Married,2413,3,3,1,Yes
40,Male,Travel_Rarely,Sales,10,4,2,Divorced,9705,3,2,1,No
26,Male,Travel_Frequently,Sales,1,3,1,Single,4294,3,3,7,No
41,Male,Travel_Rarely,Research & Development,6,3,1,Single,4721,3,3,18,No
36,Male,Travel_Rarely,Research & Development,2,4,3,Single,2519,4,3,11,No
19,Male,Travel_Rarely,Sales,21,3,2,Single,2121,3,4,1,Yes
